﻿id,Tweet,Dialect
2687,"""يعني كان طلع معكم باليمن شفناكم والعالم شاف قوتكم علي اطفال اليمن ربطلي زندك يا زنضيق ليش الملك تبعكم يا عبيد باس اجرين ترامب مش خوفا من الدعس اسكت اسكت عاملينلك غسيل دماغ يا ديوث""",Lebanese
2688,"""ليش لانو كان بحب الستات""",Lebanese
2689,"""شو هالاقتراح حصريه السلاح ممكن تتحقق بس اتفاق اللبنانيين هيدا حلم جميل استاذ فارس ليش في لبنانيين""",Lebanese
2690,"""ليش دارج النق والتشاءم شو ما صار ترند بتبلش فرقه النقيقه تخوزق فيه وتسب بالبلد مع تمنيات بالهجره الخ كل ما واحد غلط غلطه بيحط الحق عالبلد فيتش اخلاق""",Lebanese
2691,"""شفت ليش ما بتنجحوا بشي لان هيك مخكن و الدليل قالولوا ولك خمسه من عشره معو ما صارت هيدي بتاريخا نيالك شو اوفر اوبتيمستيك حتي الهلوسه شو مبورد""",Lebanese
2692,"""ليش وين غلطت عمره بكون شب يعني وكل حيويه بعدين الله يرضي عنك مين عون قدام مكارون والاميركان""",Lebanese
2693,"""صراحه بتساءل ليش بعد ما اكتشفوا طريقه لرفع الايكيو يعني عياده متل نادر صعب بس للايكيو""",Lebanese
2694,"""ليش ماخد معو القشاط""",Lebanese
2695,"""وين عم تروحي بمصيارتك عم بصرفون علي جهازي ليش انت مخطوبه جهازي الهضمي لازم تفسير يعني""",Lebanese
2696,"""ممكن تكون بالاشرفيه وممكن تكون بقريطم وممكن معراب وممكن المختاره وممكن حتي بطرابلس ليش مستغربين وليش ما بتكون ببكفيا مثلا ممكن تكون باي محل ما عدا الضاحيه""",Lebanese
2697,"""قال بقولولي فخر العرب بس ما بعرف ليش""",Lebanese
2698,"""ه ليش واثق من جمهورك هلءد شكلن كلن ناطرين هالفرصه""",Lebanese
2699,"""في بنت خطبت وتركت شي اربع مرات وهلق منزلي يا دبله الخطوبه مفاضلش غيري انا ليش حبيبتي خليتي دور لغيرك انت""",Lebanese
2700,"""ليش بس يحكو عن الاختلاط والصداقه الناس بتفكر انو المستهدف هو الانثي""",Lebanese
2701,"""لازم يتفلسفوا ليش راحت بهالفستان عالبرلمان ولاعا شي اجتماع حره تلبس ياللي بدا ياه خصوصا انها راقيه باي لبس لبسته""",Lebanese
2702,"""ليش عم تدافع عن المراه اني بحس المستهدف هو الرجل""",Lebanese
2703,"""ليش مين بيسترجي يحكي هيك ونحنا موجودين اصلا لو مش موجودين مين بيحقلو يجيب هيك كلام عن هل انسانه العظيمه اللي من بدايه مسيرتها ل هل لحظه محترمه وبتحترم المشاهد وما بتعمل حركات بلا طعمه تخلي المشاهد يقرف وكل شي بتعملو بيحضروا كبير وصغير""",Lebanese
2704,"""ليش في حدا بيعمل هيك""",Lebanese
2705,"""ما خص مين بحب اكتر يممن لا اليسا ولا نوال المهم بعمل شغلي بضمير وما بتدخل في اللي ما ليشفيه""",Lebanese
2706,"""ليش في ناس بحسهن عم يعيطوا علينا هني وعم بحكوا عن حريق الامازون ولله مش انا الي كبيت السيجاره بلا ما اطفيها يا غايز""",Lebanese
2707,"""الي قصير النظر وعديمي الرءيا وبعدني علي رايي ليش القوات اصرو علي الماروني مع العلم انه الرءيس الحريري كان بدو يمثلهم بالارثودكسي غريبين للحقيقه""",Lebanese
2708,"""ليش كنت ساكت عن هالمعلومات""",Lebanese
2709,"""مش فاهمه ليش اخونا ما عاجبه كتير كلاسي وطالعه متل القمر""",Lebanese
2710,"""وانا كنت بعيد حسيت انو ما اله طعم بدونك تويتر بس ليش هيدي""",Lebanese
2711,"""ليش مش نقطه حقيقيه""",Lebanese
2712,"""ليش مجلس الوزراء كفوء""",Lebanese
2713,"""تساءلات ليش لهلق اليسا ما اجتمعت ب سالمالهندي يعني لو اجتمعوا كان تسرب الخبر ومعقول اجتمعوا وما في حل لهلق عشان هيك ما قدرنا نعرف شي كمان غريب شو عم يصير الله اعلم بس شكلو الدخان الابيض مطول ليطلع منقول انشالله خير""",Lebanese
2714,"""شيخ سعد ما عم بفهم لوين ماشي فينا تتصرف كانك منهزم و مازوم و لا حيل لك و لا قوه امام غطرسه جبرانباسيل و من خلفه حزبالله اخر هم اتفاق معراب و مين عملوا ليش هيك مستسلم شو جاييك من حلف الاقليات شو عم تعمل بالطايفه التاريخ لن يرحم""",Lebanese
2715,"""شو ناطرين ليش بعدنا ساكتين اصلا""",Lebanese
2716,"""يا عالم يا هو رءيس الحكومه ما عنده فيتو اكتر شي ما بيدرج علي جدول الاعمال ما معقول لان حضرتكم ما بترضو الا بالماروني ما يتعين المجلس اشبو الاردودكس بعدين سالتي حالك ليش بري يلي وعد بالماروني غير رايه قبضهم بري ثمن المصالحه عزيزتي""",Lebanese
2717,"""ليش دايما بتصور الرءيس الحريري انو مغلوب ع امره وفرضت عليه التسويه الشيخ مرتاح ومبسوط وعارف وين رايح ولا بدو معارضه ولا من يحزنونبدو الكرسي ورضي التيار والحزب واموال سيدر مءسف بس حقيقهجل ما يفعله حضور اعراس المشاهير وببارك لابطال الكباش ورفع الاثقال""",Lebanese
2718,"""ليش لتحمل اردوغان المسءوليه ليش لتتجاوز قاده الفصاءل والامراء كرمال نطالع القاده والامراء ابطال مثلا ما هم بالاساس الهن يد بالتسليم قبل اردوغان الله يتقبل الشهداء حسبنا الله وكفي""",Lebanese
2719,"""انتو قد شو فهمني قد الكذب وبس الرءيس الحريري وعد بتمثيلهم ولم يحدد الطاءفه الذي وعد بالماروني هو بري ليش ما بتسترجي تحكي بري بهاي الطريقه يا عيب الشوم""",Lebanese
2720,"""ليش بترد علي ناس وهميين مهند الله يعلم شو بكونو""",Lebanese
2721,"""دخلك ليش عابسين هيك ولو علي كل حال المهم فخامتو عم يبتسم وكفا بعدين ما فهمت كيف بيرحبوا بفخامه الرءيس بقصر الرءاسه الصيفي يعني ببيتو في حين هوي يلي بيرحب فيهن علي شرط انو يتوبوا عن الهبل بس لو الهبل بيوجع كنا شفناهن ماشيين بالطرقات وعم يصرخوا""",Lebanese
2722,"""سءال اجتنا فاتوره المياه عن ال مليونين ليره نحنا مءسسه خيريه بالجميزه بلا ما نسمي و ايه في مصروف مي السءال ليش ناس بتدفع عل عداد و ناس بعدها عالتسعيره السنويه الف و السءال الثاني بهيك حالات اي نوع مهدءات بتنصحوا فيها كوزاره بروزاك نفتلين اسبيرين لكزوتانيك""",Lebanese
2723,"""سجلها قحبه مدري ليش هلا تذكرت هالعباره""",Lebanese
2724,"""ليش""",Lebanese
2725,"""ليش ما رشحو غير الماروني انت قلك حق تحكي لو رشحو غير بس بما اته ما رشحو الا الماروني هاجم بري ما المستقبل""",Lebanese
2726,"""معو حق مرته ليش زعلانه""",Lebanese
2727,"""لو حطو اسم غير الماروني كان ساعتها يشوفو اذا الحريري يفي او لاء يا صيصان سالو بري ليش تراجع عن دعمكم بالماروني جد لافت كذب القوات كتير صار""",Lebanese
2728,"""ربنا معروف ليش منعبده بس انت زعيمك شو عمل غير السرقه والزباله المنتشره والكهربا والمي المسروقه واخرها الليرهمستقره لتعبده والله غريبه ‼‼""",Lebanese
2729,"""انتي ك بنت حلوه و كيوت و طيوبه و امك و خالاتك بقولولك يقبرني فصك ما اجملك طب ليش بتعملي ريتويت و كوتتويت لكل الكومنتات لي بيوصلوكي عن جمالك نوع من ال مثلا ليش ها""",Lebanese
2730,"""ما تنسي امات نص المشتركين بمسابقه ملكه جمال لبنان ليش شو عندن اكتر منك يلي ربحو""",Lebanese
2731,"""استاذ نبيل ليش برايك الرءيس بري ما اوفي بوعده للقوات ايمكن هذا ثمن المصالحه مع جنبلاط""",Lebanese
2732,"""القوات وقصر الرءيا نازلين القوات يبررو هبلهم بتعيينات الدستوري انه الحريري ما دعمهم اولا يا قوات ليش ما عرضتو اكتر من اسم ثانيا يا قوات يلي عطيتوهم الحكم عندهم الاكثريه مع بري يلي وعدكم وغير رايه فكرو ليش بري غير رايه يمكن الكرسي مقابل مصالحه الجبل يلي اشتغل عليها بري""",Lebanese
